Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,234,757.82",MACYS INC,"3,234,757.82",16.03,Consumer Discretionary,"201,794.00",M,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,229,923.84",WINTRUST FINANCIAL CORP,"3,229,923.84",72.93,Financials,"44,288.00",WTFC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,214,762.00",ELEMENT SOLUTIONS INC,"3,214,762.00",19.00,Materials,"169,198.00",ESI,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,209,680.35",SYNEOS HEALTH INC CLASS A,"3,209,680.35",42.15,Health Care,"76,149.00",SYNH,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,207,920.95",CIRRUS LOGIC INC,"3,207,920.95",79.69,Information Technology,"40,255.00",CRUS,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,205,645.74",DOUBLEVERIFY HOLDINGS INC,"3,205,645.74",38.34,Information Technology,"83,611.00",DV,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,199,045.98",LINCOLN NATIONAL CORP,"3,199,045.98",25.49,Financials,"125,502.00",LNC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,184,734.02",FOX CORP CLASS B,"3,184,734.02",32.11,Communication,"99,182.00",FOX,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,176,619.30",AIR LEASE CORP CLASS A,"3,176,619.30",41.22,Industrials,"77,065.00",AL,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,147,301.38",COTY INC CLASS A,"3,147,301.38",12.26,Consumer Staples,"256,713.00",COTY,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,141,055.26",CRANE,"3,141,055.26",86.94,Industrials,"36,129.00",CR,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,139,009.20",PINNACLE FINANCIAL PARTNERS INC,"3,139,009.20",56.99,Financials,"55,080.00",PNFP,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,136,392.06",COLUMBIA BANKING SYSTEM INC,"3,136,392.06",20.31,Financials,"154,426.00",COLB,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,129,868.80",FNB CORP,"3,129,868.80",11.52,Financials,"271,690.00",FNB,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,087,140.67",NOVOCURE LTD,"3,087,140.67",40.29,Health Care,"76,623.00",NVCR,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,076,046.96",STERICYCLE INC,"3,076,046.96",45.34,Industrials,"67,844.00",SRCL,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,078,563.46",AXIS CAPITAL HOLDINGS LTD,"3,078,563.46",53.49,Financials,"57,554.00",AXS,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,075,535.48",ADVANCE AUTO PARTS INC,"3,075,535.48",68.23,Consumer Discretionary,"45,076.00",AAP,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,Canada,USD,"3,069,312.50",BROOKFIELD RENEWABLE SUBORDINATE V,"3,069,312.50",31.25,Utilities,"98,218.00",BEPC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,064,363.30",LEGGETT & PLATT INC,"3,064,363.30",29.87,Consumer Discretionary,"102,590.00",LEG,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,044,796.03",MANPOWER INC,"3,044,796.03",79.83,Industrials,"38,141.00",MAN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,024,465.03",RYDER SYSTEM INC,"3,024,465.03",84.09,Industrials,"35,967.00",R,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,014,494.08",RYAN SPECIALTY HOLDINGS INC CLASS,"3,014,494.08",44.16,Financials,"68,263.00",RYAN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,014,771.00",SILGAN HOLDINGS INC,"3,014,771.00",47.15,Materials,"63,940.00",SLGN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,010,806.26",HANOVER INSURANCE GROUP INC,"3,010,806.26",111.98,Financials,"26,887.00",THG,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,006,645.30",QUIDELORTHO CORP,"3,006,645.30",81.45,Health Care,"36,914.00",QDEL,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,008,953.71",SLM CORP,"3,008,953.71",16.47,Financials,"182,693.00",SLM,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,003,746.24",ZIONS BANCORPORATION,"3,003,746.24",27.28,Financials,"110,108.00",ZION,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,003,159.25",TELADOC HEALTH INC,"3,003,159.25",25.25,Health Care,"118,937.00",TDOC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,995,556.20",IPG PHOTONICS CORP,"2,995,556.20",134.36,Information Technology,"22,295.00",IPGP,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,972,209.56",U HAUL NON VOTING SERIES N,"2,972,209.56",49.31,Industrials,"60,276.00",UHALB,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,946,455.46",WESTERN ALLIANCE,"2,946,455.46",36.98,Financials,"79,677.00",WAL,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,930,612.16",DOXIMITY INC CLASS A,"2,930,612.16",33.96,Health Care,"86,296.00",DOCS,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,911,990.95",HAWAIIAN ELECTRIC INDUSTRIES INC,"2,911,990.95",36.15,Utilities,"80,553.00",HE,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,906,373.27",TD SYNNEX CORP,"2,906,373.27",94.03,Information Technology,"30,909.00",SNX,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,898,876.54",WESTLAKE CORP,"2,898,876.54",118.86,Materials,"24,389.00",WLK,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,891,157.16",CABLE ONE INC,"2,891,157.16",653.96,Communication,"4,421.00",CABO,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,893,528.20",LUMENTUM HOLDINGS INC,"2,893,528.20",56.92,Information Technology,"50,835.00",LITE,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,871,376.32",ANTERO MIDSTREAM CORP,"2,871,376.32",11.36,Energy,"252,762.00",AM,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,867,872.59",WENDYS,"2,867,872.59",21.83,Consumer Discretionary,"131,373.00",WEN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,806,507.20",ESAB CORP,"2,806,507.20",66.16,Industrials,"42,420.00",ESAB,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,788,960.54",PENN ENTERTAINMENT INC,"2,788,960.54",23.81,Consumer Discretionary,"117,134.00",PENN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,779,722.88",JANUS HENDERSON GROUP PLC,"2,779,722.88",27.28,Financials,"101,896.00",JHG,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,769,512.85",AZEK COMPANY INC CLASS A,"2,769,512.85",29.85,Industrials,"92,781.00",AZEK,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,731,151.08",SUNRUN INC,"2,731,151.08",17.57,Industrials,"155,444.00",RUN,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,728,441.80",CHOICE HOTELS INTERNATIONAL INC,"2,728,441.80",117.90,Consumer Discretionary,"23,142.00",CHH,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,721,642.00",OLLIES BARGAIN OUTLET HOLDINGS INC,"2,721,642.00",57.75,Consumer Discretionary,"47,128.00",OLLI,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,657,531.10",MADISON SQUARE GARDEN SPORTS CORP,"2,657,531.10",186.90,Communication,"14,219.00",MSGS,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,601,601.65",COUSINS PROPERTIES REIT INC,"2,601,601.65",22.65,Real Estate,"114,861.00",CUZ,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,597,595.84",ICU MEDICAL INC,"2,597,595.84",176.96,Health Care,"14,679.00",ICUI,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,582,805.24",KILROY REALTY REIT CORP,"2,582,805.24",30.09,Real Estate,"85,836.00",KRC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,572,781.75",EPR PROPERTIES REIT,"2,572,781.75",46.97,Real Estate,"54,775.00",EPR,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,565,848.34",LAZARD LTD CLASS A,"2,565,848.34",31.53,Financials,"81,378.00",LAZ,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,538,636.80",NEWELL BRANDS INC,"2,538,636.80",8.96,Consumer Discretionary,"283,330.00",NWL,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,538,668.94",AFFIRM HOLDINGS INC CLASS A,"2,538,668.94",15.38,Financials,"165,063.00",AFRM,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,538,765.60",NEW RELIC INC,"2,538,765.60",64.95,Information Technology,"39,088.00",NEWR,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,534,926.32",CREDIT ACCEPTANCE CORP,"2,534,926.32",506.58,Financials,"5,004.00",CACC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,533,008.87",CONCENTRIX CORP,"2,533,008.87",80.79,Industrials,"31,353.00",CNXC,0.01,2023-06-29,iShares Russell 1000 ETF,iwb
